GCAM_commodity,GCAM_region_ID,iso,Nfixkg,totval,Nfixkg.yld
Legumes,15,bih,303937.16333796387,366335,0.8296700106131378
Legumes,15,hrv,456297.314743529,214032,2.1319116521993395
Legumes,15,mne,52776.30173742594,17218,3.0651818874100325
Legumes,15,scg,1626074.0950621685,1174411,1.3845869078731112
Legumes,15,srb,1111391.4550662877,375698,2.9582043424939384
Legumes,15,tur,29616548.244060606,23448400,1.2630519883685285
Legumes,16,che,730186.6700956334,255420,2.8587685776197373
Legumes,16,nor,271574.03188918,29002,9.363975997833943
Legumes,17,ind,234594432.61485878,257391300,0.9114310880548752
Legumes,18,idn,9607136.28741977,5672952,1.6934986030940804
Legumes,19,jpn,2935840.9158088206,1744051,1.6833457942507533
Legumes,20,mex,31621283.946820963,23590175,1.3404429575796264
Legumes,21,bhr,498.1873825503356,149,3.3435394802035945
Legumes,21,irq,3670614.5798524925,789414,4.649796659107253
Legumes,21,isr,657261.8240703902,227063,2.894623184184082
Legumes,21,jor,147771.07019918275,55496,2.6627337141268335
Legumes,21,lbn,255326.00841479536,198998,1.2830581634729765
Legumes,21,sau,486374.27665819105,174422,2.7884915702043953
Legumes,21,syr,5685504.2378733475,3349462,1.697438047624767
Legumes,21,yem,1933489.1834446234,1232083,1.569284848053762
Legumes,22,pak,29227490.39676517,17152657,1.70396285524541
Legumes,23,rus,58776417.43068758,46496680,1.2640992309706323
Legumes,24,zaf,1716935.6230130212,1520011,1.1295547354677178
Legumes,25,guy,41331.59097110435,15069,2.7428224149647855
Legumes,25,sur,6018.028165448852,1916,3.1409332805056636
Legumes,26,chl,1785945.142754193,1629970,1.0956920328313975
Legumes,26,ecu,707169.204143148,509686,1.38746052303408
Legumes,26,per,1881785.2674626946,2684618,0.7009508494179413
Legumes,26,pry,1621637.3893966526,1027229,1.5786522668233205
Legumes,26,ury,114695.50620734734,107168,1.0702402415585561
Legumes,27,afg,2569773.4081099057,840786,3.0563941456088775
Legumes,27,bgd,5561295.460399899,6182477,0.8995254588735063
Legumes,27,btn,73552.30118213991,67816,1.0845862507688437
Legumes,27,lka,498980.8849780284,419906,1.1883156825051997
Legumes,27,mdv,3435.7008695652175,1173,2.9289862485636977
Legumes,27,npl,5369996.451554622,4181298,1.2842893406675682
Legumes,29,fji,63829.23364817198,11988,5.324427231245577
Legumes,29,khm,1484141.0984822728,678941,2.1859647575890584
Legumes,29,lao,611798.7564352335,307003,1.9928103518051403
Legumes,29,mmr,62681870.60436457,53107390,1.1802852786469937
Legumes,29,ncl,1088.209902234637,358,3.0396924643425614
Legumes,29,phl,1167988.6836737623,1065122,1.0965773720510534
Legumes,29,png,135399.60098893213,47801,2.8325683769990615
Legumes,29,slb,216148.754721334,75682,2.856012720611691
Legumes,29,tha,5089522.098667213,4347731,1.1706156840584694
Legumes,29,vnm,4972438.133438337,4711439,1.0553969038840016
Legumes,31,arg,7871653.75105248,5907254,1.3325402549225884
Legumes,32,col,3638693.135745109,3149005,1.1555056710755014
Legumes,NA,NA,10163619.240944095,40961689,0.2481250038528464
MiscCrop,1,pri,0,144373,0
MiscCrop,1,usa,0,8746292,0
MiscCrop,2,bdi,0,579392,0
MiscCrop,2,com,0,49855,0
MiscCrop,2,eri,0,13455,0
MiscCrop,2,eth,0,10269174,0
MiscCrop,2,ken,0,6915176,0
MiscCrop,2,mdg,0,1509026,0
MiscCrop,2,mus,0,56251,0
MiscCrop,2,rwa,0,709189,0
MiscCrop,2,som,0,2100,0
MiscCrop,2,uga,0,4511525,0
MiscCrop,3,dza,0,116946,0
MiscCrop,3,mar,0,1309125,0
MiscCrop,3,tun,0,89491,0
MiscCrop,4,ago,0,243870,0
MiscCrop,4,moz,0,853404,0
MiscCrop,4,mwi,0,3088010,0
MiscCrop,4,swz,0,1370,0
MiscCrop,4,zmb,0,797838,0
MiscCrop,4,zwe,0,3102837,0
MiscCrop,5,ben,0,18878,0
MiscCrop,5,bfa,0,199231,0
MiscCrop,5,caf,0,155497,0
MiscCrop,5,cmr,0,1621621,0
MiscCrop,5,cog,0,44447,0
MiscCrop,5,cpv,0,88,0
MiscCrop,5,gab,0,2513,0
MiscCrop,5,gha,0,132900,0
MiscCrop,5,gin,0,464572,0
MiscCrop,5,gnq,0,82820,0
MiscCrop,5,lbr,0,48089,0
MiscCrop,5,mli,0,18060,0
MiscCrop,5,ner,0,151704,0
MiscCrop,5,nga,0,2894526,0
MiscCrop,5,sle,0,423709,0
MiscCrop,5,stp,0,1334,0
MiscCrop,5,tcd,0,3505,0
MiscCrop,5,tgo,0,262499,0
MiscCrop,6,aus,0,131115,0
MiscCrop,6,nzl,0,14085,0
MiscCrop,7,bra,0,52566374,0
MiscCrop,8,can,0,949513,0
MiscCrop,9,blz,0,1779,0
MiscCrop,9,cri,0,2441160,0
MiscCrop,9,cub,0,738967,0
MiscCrop,9,dma,0,9515,0
MiscCrop,9,dom,0,1041514,0
MiscCrop,9,glp,0,734,0
MiscCrop,9,grd,0,30636,0
MiscCrop,9,gtm,0,5367922,0
MiscCrop,9,hnd,0,3790082,0
MiscCrop,9,hti,0,563301,0
MiscCrop,9,jam,0,177213,0
MiscCrop,9,lca,0,7389,0
MiscCrop,9,mtq,0,599,0
MiscCrop,9,nic,0,1428455,0
MiscCrop,9,pan,0,260875,0
MiscCrop,9,slv,0,1925539,0
MiscCrop,9,tto,0,14324,0
MiscCrop,9,vct,0,17727,0
MiscCrop,10,arm,0,22565,0
MiscCrop,10,aze,0,183604,0
MiscCrop,10,geo,0,495599,0
MiscCrop,10,kaz,0,166503,0
MiscCrop,10,kgz,0,305985,0
MiscCrop,10,tjk,0,59822,0
MiscCrop,10,tkm,0,51742,0
MiscCrop,10,uzb,0,313530,0
MiscCrop,11,chn,0,76066773,0
MiscCrop,12,bgr,0,841810,0
MiscCrop,12,cyp,0,4824,0
MiscCrop,12,cze,0,238072,0
MiscCrop,12,hun,0,210879,0
MiscCrop,12,pol,0,666255,0
MiscCrop,12,rom,0,152491,0
MiscCrop,12,svk,0,31368,0
MiscCrop,12,svn,0,44435,0
MiscCrop,13,aut,0,9819,0
MiscCrop,13,bel,0,27206,0
MiscCrop,13,deu,0,751989,0
MiscCrop,13,esp,0,763609,0
MiscCrop,13,fra,0,413758,0
MiscCrop,13,gbr,0,45842,0
MiscCrop,13,grc,0,1692966,0
MiscCrop,13,irl,0,654,0
MiscCrop,13,ita,0,2033609,0
MiscCrop,13,prt,0,75469,0
MiscCrop,14,ukr,0,43205,0
MiscCrop,15,alb,0,80807,0
MiscCrop,15,bih,0,57358,0
MiscCrop,15,hrv,0,194641,0
MiscCrop,15,mne,0,2239,0
MiscCrop,15,scg,0,153024,0
MiscCrop,15,srb,0,70935,0
MiscCrop,15,tur,0,7011998,0
MiscCrop,16,che,0,23756,0
MiscCrop,17,ind,0,57641738,0
MiscCrop,18,idn,0,23385536,0
MiscCrop,19,jpn,0,3192744,0
MiscCrop,20,mex,0,5914560,0
MiscCrop,21,are,0,12625,0
MiscCrop,21,irq,0,42384,0
MiscCrop,21,isr,0,5,0
MiscCrop,21,jor,0,39108,0
MiscCrop,21,kwt,0,5401,0
MiscCrop,21,lbn,0,194039,0
MiscCrop,21,omn,0,23398,0
MiscCrop,21,syr,0,445941,0
MiscCrop,21,yem,0,536663,0
MiscCrop,22,pak,0,2621641,0
MiscCrop,23,rus,0,103174,0
MiscCrop,24,zaf,0,553004,0
MiscCrop,25,guy,0,10068,0
MiscCrop,25,sur,0,203,0
MiscCrop,26,chl,0,160969,0
MiscCrop,26,ecu,0,1663951,0
MiscCrop,26,per,0,4048871,0
MiscCrop,26,pry,0,230956,0
MiscCrop,26,ury,0,52448,0
MiscCrop,27,bgd,0,4241448,0
MiscCrop,27,btn,0,201400,0
MiscCrop,27,lka,0,6553794,0
MiscCrop,27,npl,0,3018761,0
MiscCrop,29,brn,0,453,0
MiscCrop,29,cok,0,89,0
MiscCrop,29,fji,0,60932,0
MiscCrop,29,khm,0,237780,0
MiscCrop,29,lao,0,1156523,0
MiscCrop,29,mmr,0,1283736,0
MiscCrop,29,mys,0,1280183,0
MiscCrop,29,ncl,0,513,0
MiscCrop,29,phl,0,3276410,0
MiscCrop,29,png,0,1239408,0
MiscCrop,29,pyf,0,979,0
MiscCrop,29,sgp,0,7,0
MiscCrop,29,slb,0,4868,0
MiscCrop,29,syc,0,7848,0
MiscCrop,29,tha,0,5812536,0
MiscCrop,29,ton,0,7585,0
MiscCrop,29,vnm,0,19029028,0
MiscCrop,29,vut,0,2290,0
MiscCrop,29,wsm,0,5048,0
MiscCrop,31,arg,0,3556326,0
MiscCrop,32,col,0,12675126,0
MiscCrop,NA,NA,0,10065618,0
NutsSeeds,1,usa,53545034.88572054,58125332,0.9211996395258533
NutsSeeds,2,bdi,483728.95782930346,176266,2.7443123337983697
NutsSeeds,2,com,43088.515605442175,16170,2.6647195798047107
NutsSeeds,2,eri,111943.96820104257,33835,3.3085257337385126
NutsSeeds,2,eth,1026341.8259128168,3626390,0.2830202559329848
NutsSeeds,2,ken,479421.0235752767,864803,0.5543702133032341
NutsSeeds,2,mdg,1422565.9732740575,739341,1.924099939370409
NutsSeeds,2,mus,31959.55869935924,9676,3.302972168185122
NutsSeeds,2,rwa,535616.2882212765,174926,3.061959275472351
NutsSeeds,2,som,302319.8748667974,87686,3.4477553414090893
NutsSeeds,2,uga,10464950.180806676,2876000,3.638717030878538
NutsSeeds,3,dza,16388.340597528117,715163,0.02291553198016133
NutsSeeds,3,egy,8130293.475580623,3796782,2.1413643120886645
NutsSeeds,3,mar,683862.4576473418,2278393,0.30015122836461566
NutsSeeds,3,tun,0,921707,0
NutsSeeds,4,ago,4312743.023291645,1024109,4.211214844603108
NutsSeeds,4,bwa,47543.76208870032,16381,2.902372388053252
NutsSeeds,4,moz,3515329.350182177,3069402,1.1452815076624623
NutsSeeds,4,mwi,11497591.77747391,3296216,3.4881184295792234
NutsSeeds,4,nam,13871.214012316437,4222,3.2854604482037986
NutsSeeds,4,swz,213210.94990077845,98013,2.1753333731319158
NutsSeeds,4,zmb,4525810.525305781,1358718,3.3309417592949977
NutsSeeds,4,zwe,5342754.7061775355,1881165,2.840130826470584
NutsSeeds,5,ben,4148668.3990125977,3147116,1.3182445130756533
NutsSeeds,5,bfa,13406930.601990595,4878954,2.7479108435928263
NutsSeeds,5,caf,6749249.326417985,2332266,2.8938591594689393
NutsSeeds,5,cmr,19626568.581685506,5646264,3.4760274372019278
NutsSeeds,5,cog,1253119.8406057735,442880,2.829479408882256
NutsSeeds,5,cpv,11150.67,223,50.00300448430493
NutsSeeds,5,gab,885117.6676795699,321727,2.751145125151355
NutsSeeds,5,gha,19452208.47267709,6743416,2.8846223446213446
NutsSeeds,5,gin,13242340.954822253,4433579,2.9868286896031973
NutsSeeds,5,gmb,5640533.115127433,1854296,3.041873096381286
NutsSeeds,5,gnb,350890.95659962157,2018690,0.1738211199340273
NutsSeeds,5,lbr,156820.2893085043,142011,1.1042826915415305
NutsSeeds,5,mli,13955886.676366549,4553467,3.064892460265233
NutsSeeds,5,mrt,82326.84933051182,22801,3.6106683623749753
NutsSeeds,5,ner,11975841.980677456,3378608,3.5446083063431613
NutsSeeds,5,nga,129252503.54216078,61345498,2.1069598871323985
NutsSeeds,5,sen,39851745.89002247,12785412,3.116970019427021
NutsSeeds,5,sle,3682404.484280678,1098924,3.3509182475591377
NutsSeeds,5,tcd,26958673.60793516,7970574,3.382275054210043
NutsSeeds,5,tgo,1946348.2292532385,709517,2.7432016840375053
NutsSeeds,6,aus,654202.9455949184,1375838,0.4754941683504297
NutsSeeds,7,bra,7042043.880616466,7135889,0.9868488538171579
NutsSeeds,9,blz,893.2373420819631,15812,0.05649110435630933
NutsSeeds,9,brb,3478.9694758514797,796,4.370564668155125
NutsSeeds,9,cri,1315.888370701121,31578,0.041671048536991606
NutsSeeds,9,cub,673684.9508408476,283018,2.3803607927440926
NutsSeeds,9,dom,140945.29941863482,73207,1.9252981192868828
NutsSeeds,9,gtm,13145.08450490909,480639,0.027349184117204575
NutsSeeds,9,hnd,179.84248294951917,35043,0.005132051563779333
NutsSeeds,9,hti,1227267.330495519,420892,2.9158723152151125
NutsSeeds,9,jam,165844.33299682516,57641,2.8771938897108855
NutsSeeds,9,kna,2113.8290240641713,748,2.8259746311018334
NutsSeeds,9,nic,5873141.875031318,2214781,2.651793506911662
NutsSeeds,9,slv,0,56741,0
NutsSeeds,9,vct,13913.77972975449,5458,2.549245095228012
NutsSeeds,10,arm,0,27541,0
NutsSeeds,10,aze,0,566930,0
NutsSeeds,10,geo,75.65285876260369,539326,1.4027296804271198e-4
NutsSeeds,10,kaz,6786.460997300251,46671,0.14541066180926593
NutsSeeds,10,kgz,459.3812850581838,177455,0.002588719872971648
NutsSeeds,10,mng,0,62226,0
NutsSeeds,10,tjk,48232.37212159506,141253,0.3414608689485891
NutsSeeds,10,tkm,0,32136,0
NutsSeeds,10,uzb,104064.96176619237,693478,0.1500623837615503
NutsSeeds,11,chn,662149290.7249727,258722228,2.5593057691392977
NutsSeeds,12,bgr,228552.22628657336,244782,0.9336970295469984
NutsSeeds,12,cyp,28387.308304667164,43024,0.6598016991601702
NutsSeeds,12,cze,0,1121134,0
NutsSeeds,12,hun,0.317970233948423,167943,1.893322341201616e-6
NutsSeeds,12,pol,0,145197,0
NutsSeeds,12,rom,0,639105,0
NutsSeeds,12,svk,0,64922,0
NutsSeeds,12,svn,0,50540,0
NutsSeeds,13,aut,0,285150,0
NutsSeeds,13,bel,0,12204,0
NutsSeeds,13,deu,0,322291,0
NutsSeeds,13,dnk,0,216,0
NutsSeeds,13,esp,28.370298288374713,4877411,5.816671649851676e-6
NutsSeeds,13,fra,0,786510,0
NutsSeeds,13,grc,2726.1609202065165,1446342,0.001884866041507829
NutsSeeds,13,ita,0.04998997234852922,4225815,1.1829664182774026e-8
NutsSeeds,13,lux,0,1340,0
NutsSeeds,13,nld,0,15930,0
NutsSeeds,13,prt,1.2184237646192226,431709,2.8223265315738672e-6
NutsSeeds,14,blr,0,292043,0
NutsSeeds,14,ukr,0,1340888,0
NutsSeeds,15,alb,0,64418,0
NutsSeeds,15,bih,0,74728,0
NutsSeeds,15,hrv,0,156933,0
NutsSeeds,15,mne,0,4950,0
NutsSeeds,15,scg,0,231776,0
NutsSeeds,15,srb,0,161672,0
NutsSeeds,15,tur,407764.3397721744,16374414,0.02490253023846682
NutsSeeds,16,che,0,49434,0
NutsSeeds,17,ind,334471018.65734684,135043470,2.4767655826479196
NutsSeeds,18,idn,55116246.1588166,24405384,2.258364226468086
NutsSeeds,19,jpn,1160180.8415706935,408100,2.8428837088230665
NutsSeeds,20,mex,2163854.0550401215,4374215,0.49468397301918665
NutsSeeds,21,are,0,10853,0
NutsSeeds,21,bhr,0,7599,0
NutsSeeds,21,irq,281599.2272481099,106872,2.6349205334241885
NutsSeeds,21,isr,513824.61520665535,535989,0.9586476871851015
NutsSeeds,21,jor,0,34125,0
NutsSeeds,21,lbn,68796.34097025722,745828,0.09224156369867748
NutsSeeds,21,sau,189849.49974454378,74044,2.564009234300467
NutsSeeds,21,syr,173364.6361216375,3047953,0.056879038529018495
NutsSeeds,21,yem,0,2639,0
NutsSeeds,22,pak,2970406.366881356,2575892,1.1531564082971475
NutsSeeds,23,rus,0,374802,0
NutsSeeds,24,zaf,6091422.817372305,2243381,2.7152868003127
NutsSeeds,25,guy,125126.11035895387,40033,3.125574160291606
NutsSeeds,25,sur,14970.092456950457,3465,4.320373003448905
NutsSeeds,26,chl,0,574135,0
NutsSeeds,26,ecu,769598.3313726712,241489,3.1868877314191173
NutsSeeds,26,per,200802.4272318649,210062,0.9559198104934014
NutsSeeds,26,pry,1469627.7789810912,511982,2.870467670701492
NutsSeeds,26,ury,67612.80776702127,23500,2.8771407560434583
NutsSeeds,27,afg,0,646860,0
NutsSeeds,27,bgd,2108043.561160979,735668,2.8654822027884572
NutsSeeds,27,lka,344279.0895461637,276267,1.246182459527065
NutsSeeds,27,mdv,0,30492,0
NutsSeeds,27,npl,0,80244,0
NutsSeeds,29,fji,14037.540479674797,4305,3.2607527246631354
NutsSeeds,29,gum,0,2223,0
NutsSeeds,29,khm,894286.3851546603,352493,2.537033033718855
NutsSeeds,29,kir,0,4115,0
NutsSeeds,29,lao,1778106.1787030394,459703,3.8679455620325283
NutsSeeds,29,mmr,48372017.272514395,16542143,2.9241687290766616
NutsSeeds,29,mys,11573.802072005059,376418,0.030747206754206915
NutsSeeds,29,phl,262859.52657267445,2801775,0.09381892784847978
NutsSeeds,29,png,10146.78921900009,121831,0.08328577471251233
NutsSeeds,29,slb,0,5100,0
NutsSeeds,29,tha,3280512.8560242094,2609842,1.2569775702989718
NutsSeeds,29,ton,38646.812159098816,14381,2.687352211883653
NutsSeeds,29,vnm,8052419.142574097,20873408,0.385774050053259
NutsSeeds,29,vut,109555.4926349583,40883,2.679732226963733
NutsSeeds,31,arg,24914254.618026648,8444763,2.9502609626849976
NutsSeeds,32,col,225501.83338634984,79032,2.8532978209630255
NutsSeeds,NA,NA,20094041.20917896,39560021,0.5079380824691413
OilCrop,1,usa,0,46645539,0
OilCrop,2,eri,0,93027,0
OilCrop,2,eth,0,8768246,0
OilCrop,2,ken,0,509274,0
OilCrop,2,mdg,0,84449,0
OilCrop,2,som,0,714735,0
OilCrop,2,uga,0,4792335,0
OilCrop,3,dza,0,5763502,0
OilCrop,3,egy,0,7877689,0
OilCrop,3,mar,0,14250815,0
OilCrop,3,tun,0,15621778,0
OilCrop,4,ago,0,307917,0
OilCrop,4,bwa,0,94748,0
OilCrop,4,moz,0,1235694,0
OilCrop,4,mwi,0,162567,0
OilCrop,4,nam,0,2842,0
OilCrop,4,zmb,0,265545,0
OilCrop,4,zwe,0,373557,0
OilCrop,5,ben,0,485443,0
OilCrop,5,bfa,0,1779629,0
OilCrop,5,caf,0,1199878,0
OilCrop,5,cmr,0,1178882,0
OilCrop,5,cog,0,69338,0
OilCrop,5,cpv,0,1156,0
OilCrop,5,gha,0,1092709,0
OilCrop,5,gin,0,15648,0
OilCrop,5,gmb,0,39064,0
OilCrop,5,mli,0,3247725,0
OilCrop,5,mrt,0,52600,0
OilCrop,5,ner,0,631818,0
OilCrop,5,nga,0,16914740,0
OilCrop,5,sen,0,183183,0
OilCrop,5,sle,0,45553,0
OilCrop,5,tcd,0,1202979,0
OilCrop,5,tgo,0,189246,0
OilCrop,6,aus,0,31189583,0
OilCrop,6,nzl,0,93082,0
OilCrop,7,bra,0,4085776,0
OilCrop,8,can,0,179102559,0
OilCrop,9,cri,0,2432,0
OilCrop,9,gtm,0,622454,0
OilCrop,9,hnd,0,16135,0
OilCrop,9,hti,0,96064,0
OilCrop,9,nic,0,117827,0
OilCrop,9,pan,0,3821,0
OilCrop,9,slv,0,211506,0
OilCrop,10,aze,0,207330,0
OilCrop,10,geo,0,307074,0
OilCrop,10,kaz,0,6019978,0
OilCrop,10,kgz,0,1092510,0
OilCrop,10,mng,0,12500,0
OilCrop,10,tjk,0,72087,0
OilCrop,10,uzb,0,617037,0
OilCrop,11,chn,0,268011857,0
OilCrop,12,bgr,0,17958681,0
OilCrop,12,cyp,0,291322,0
OilCrop,12,cze,0,33820486,0
OilCrop,12,est,0,1339551,0
OilCrop,12,hun,0,23309899,0
OilCrop,12,ltu,0,3852564,0
OilCrop,12,lva,0,1834340,0
OilCrop,12,mlt,0,126,0
OilCrop,12,pol,0,25923579,0
OilCrop,12,rom,0,25397694,0
OilCrop,12,svk,0,7132008,0
OilCrop,12,svn,0,143847,0
OilCrop,13,aut,0,3872359,0
OilCrop,13,bel,0,1092564,0
OilCrop,13,deu,0,79928022,0
OilCrop,13,dnk,0,7392051,0
OilCrop,13,esp,0,109375945,0
OilCrop,13,fin,0,1868200,0
OilCrop,13,fra,0,105553193,0
OilCrop,13,gbr,0,33326401,0
OilCrop,13,grc,0,42175742,0
OilCrop,13,irl,0,347600,0
OilCrop,13,ita,0,66084619,0
OilCrop,13,lux,0,189421,0
OilCrop,13,nld,0,178637,0
OilCrop,13,prt,0,6044954,0
OilCrop,13,swe,0,3760400,0
OilCrop,14,blr,0,4296668,0
OilCrop,14,ukr,0,92249042,0
OilCrop,15,alb,0,895074,0
OilCrop,15,bih,0,37143,0
OilCrop,15,hrv,0,2289949,0
OilCrop,15,mne,0,11601,0
OilCrop,15,scg,0,3657990,0
OilCrop,15,srb,0,2912860,0
OilCrop,15,tur,0,42014954,0
OilCrop,16,che,0,1156972,0
OilCrop,16,nor,0,212811,0
OilCrop,17,ind,0,166425600,0
OilCrop,18,idn,0,4058546,0
OilCrop,19,jpn,0,20587,0
OilCrop,20,mex,0,3465647,0
OilCrop,21,irq,0,1581731,0
OilCrop,21,isr,0,1048600,0
OilCrop,21,jor,0,2126420,0
OilCrop,21,kwt,0,514,0
OilCrop,21,lbn,0,1867863,0
OilCrop,21,sau,0,65001,0
OilCrop,21,syr,0,13963775,0
OilCrop,21,yem,0,366410,0
OilCrop,22,pak,0,10463440,0
OilCrop,23,rus,0,203313028,0
OilCrop,24,zaf,0,12708590,0
OilCrop,26,chl,0,1526215,0
OilCrop,26,ecu,0,67590,0
OilCrop,26,per,0,856138,0
OilCrop,26,pry,0,3923925,0
OilCrop,26,ury,0,1855440,0
OilCrop,27,afg,0,868219,0
OilCrop,27,bgd,0,5019512,0
OilCrop,27,btn,0,40791,0
OilCrop,27,lka,0,127354,0
OilCrop,27,npl,0,2512188,0
OilCrop,29,khm,0,469469,0
OilCrop,29,lao,0,118594,0
OilCrop,29,mmr,0,17285114,0
OilCrop,29,phl,0,32567,0
OilCrop,29,tha,0,3584347,0
OilCrop,29,vnm,0,470548,0
OilCrop,31,arg,0,81271009,0
OilCrop,32,col,0,69264,0
OilCrop,NA,NA,0,31580879,0
OtherGrain,1,usa,0,347280768,0
OtherGrain,2,bdi,0,1480141,0
OtherGrain,2,eri,0,3442178,0
OtherGrain,2,eth,0,218737688,0
OtherGrain,2,ken,0,4166269,0
OtherGrain,2,mdg,0,20616,0
OtherGrain,2,rwa,0,2806105,0
OtherGrain,2,som,0,2263496,0
OtherGrain,2,uga,0,18890526,0
OtherGrain,3,dza,0,19165568,0
OtherGrain,3,egy,0,18413807,0
OtherGrain,3,esh,0,38880,0
OtherGrain,3,mar,0,34373005,0
OtherGrain,3,tun,0,7938011,0
OtherGrain,4,ago,0,1662009,0
OtherGrain,4,bwa,0,527560,0
OtherGrain,4,lso,0,342736,0
OtherGrain,4,moz,0,5090398,0
OtherGrain,4,mwi,0,1291455,0
OtherGrain,4,nam,0,1076669,0
OtherGrain,4,swz,0,9483,0
OtherGrain,4,zmb,0,1241643,0
OtherGrain,4,zwe,0,3193376,0
OtherGrain,5,ben,0,3279836,0
OtherGrain,5,bfa,0,43790427,0
OtherGrain,5,caf,0,894314,0
OtherGrain,5,cmr,0,13917397,0
OtherGrain,5,cog,0,161816,0
OtherGrain,5,gha,0,8720820,0
OtherGrain,5,gin,0,8181482,0
OtherGrain,5,gmb,0,2265170,0
OtherGrain,5,gnb,0,803729,0
OtherGrain,5,mli,0,34346857,0
OtherGrain,5,mrt,0,1559763,0
OtherGrain,5,ner,0,59557215,0
OtherGrain,5,nga,0,243475972,0
OtherGrain,5,sen,0,12850139,0
OtherGrain,5,sle,0,839517,0
OtherGrain,5,tcd,0,23676400,0
OtherGrain,5,tgo,0,4297213,0
OtherGrain,6,aus,0,197827814,0
OtherGrain,6,nzl,0,7200598,0
OtherGrain,7,bra,0,35465501,0
OtherGrain,8,can,0,272430000,0
OtherGrain,9,blz,0,152725,0
OtherGrain,9,cub,0,17597,0
OtherGrain,9,dom,0,132371,0
OtherGrain,9,gtm,0,854583,0
OtherGrain,9,hnd,0,1209735,0
OtherGrain,9,hti,0,1815590,0
OtherGrain,9,nic,0,1517656,0
OtherGrain,9,pan,0,137556,0
OtherGrain,9,slv,0,2737122,0
OtherGrain,10,arm,0,2036314,0
OtherGrain,10,aze,0,6716248,0
OtherGrain,10,geo,0,863275,0
OtherGrain,10,kaz,0,43206989,0
OtherGrain,10,kgz,0,3586220,0
OtherGrain,10,mng,0,94507,0
OtherGrain,10,tjk,0,1018690,0
OtherGrain,10,tkm,0,1003839,0
OtherGrain,10,uzb,0,3369426,0
OtherGrain,11,chn,0,202202106,0
OtherGrain,12,bgr,0,15932576,0
OtherGrain,12,cyp,0,1381704,0
OtherGrain,12,cze,0,91600812,0
OtherGrain,12,est,0,7876202,0
OtherGrain,12,hun,0,31892476,0
OtherGrain,12,ltu,0,25223400,0
OtherGrain,12,lva,0,9644367,0
OtherGrain,12,mlt,0,35410,0
OtherGrain,12,pol,0,219368827,0
OtherGrain,12,rom,0,29021050,0
OtherGrain,12,svk,0,15091250,0
OtherGrain,12,svn,0,1338527,0
OtherGrain,13,aut,0,29824004,0
OtherGrain,13,bel,0,10973240,0
OtherGrain,13,deu,0,341884829,0
OtherGrain,13,dnk,0,77692555,0
OtherGrain,13,esp,0,174359885,0
OtherGrain,13,fin,0,54128420,0
OtherGrain,13,fra,0,231514760,0
OtherGrain,13,gbr,0,125549134,0
OtherGrain,13,grc,0,7901029,0
OtherGrain,13,irl,0,24124790,0
OtherGrain,13,ita,0,31983777,0
OtherGrain,13,lux,0,1092869,0
OtherGrain,13,nld,0,5842750,0
